publishedAt,title,description,source,url,text,sentiment_compound
2025-06-21 09:52:54+00:00,Alphabet Inc. (NASDAQ:GOOGL) Shares Acquired by State of Alaska Department of Revenue,"State of Alaska Department of Revenue lifted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.3% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm ow…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/alphabet-inc-nasdaqgoogl-shares-acquired-by-state-of-alaska-department-of-revenue/,"Alphabet Inc. (NASDAQ:GOOGL) Shares Acquired by State of Alaska Department of Revenue State of Alaska Department of Revenue lifted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.3% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm ow…",0.836
2025-06-21 09:10:58+00:00,Barrett & Company Inc. Cuts Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Barrett & Company Inc. lowered its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.6% during the 1st quarter, according to its most recent filing with the Securities & Exchange Commission. The fund owned 9,077 shares of the information services provi…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/barrett-company-inc-cuts-stock-position-in-alphabet-inc-nasdaqgoogl/,"Barrett & Company Inc. Cuts Stock Position in Alphabet Inc. (NASDAQ:GOOGL) Barrett & Company Inc. lowered its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.6% during the 1st quarter, according to its most recent filing with the Securities & Exchange Commission. The fund owned 9,077 shares of the information services provi…",0.6124
2025-06-21 09:10:56+00:00,Analyst IMS Investment Management Services Ltd. Trims Stake in Alphabet Inc. (NASDAQ:GOOGL),"Analyst IMS Investment Management Services Ltd. cut its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 14.4% during the first quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 11,235 shares of …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/analyst-ims-investment-management-services-ltd-trims-stake-in-alphabet-inc-nasdaqgoogl/,"Analyst IMS Investment Management Services Ltd. Trims Stake in Alphabet Inc. (NASDAQ:GOOGL) Analyst IMS Investment Management Services Ltd. cut its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 14.4% during the first quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 11,235 shares of …",0.6808
2025-06-21 09:10:56+00:00,"CWA Asset Management Group LLC Purchases 18,161 Shares of Alphabet Inc. (NASDAQ:GOOGL)","CWA Asset Management Group LLC grew its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 18.1% during the first quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 118,628 shares of the information services…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/cwa-asset-management-group-llc-purchases-18161-shares-of-alphabet-inc-nasdaqgoogl/,"CWA Asset Management Group LLC Purchases 18,161 Shares of Alphabet Inc. (NASDAQ:GOOGL) CWA Asset Management Group LLC grew its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 18.1% during the first quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 118,628 shares of the information services…",0.8934
2025-06-21 09:10:55+00:00,"LifeWealth Investments LLC Buys 3,462 Shares of Alphabet Inc. (NASDAQ:GOOGL)","LifeWealth Investments LLC lifted its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 52.0% during the 1st quarter, according to its most recent disclosure with the Securities & Exchange Commission. The firm owned 10,123 shares of the information servi…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/lifewealth-investments-llc-buys-3462-shares-of-alphabet-inc-nasdaqgoogl/,"LifeWealth Investments LLC Buys 3,462 Shares of Alphabet Inc. (NASDAQ:GOOGL) LifeWealth Investments LLC lifted its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 52.0% during the 1st quarter, according to its most recent disclosure with the Securities & Exchange Commission. The firm owned 10,123 shares of the information servi…",0.836
2025-06-21 09:10:54+00:00,Marino Stram & Associates LLC Grows Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Marino Stram & Associates LLC boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.0% in the first quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 10,777 shares …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/marino-stram-associates-llc-grows-stock-holdings-in-alphabet-inc-nasdaqgoogl/,"Marino Stram & Associates LLC Grows Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL) Marino Stram & Associates LLC boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.0% in the first quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 10,777 shares …",0.8481
2025-06-21 09:10:53+00:00,Dunhill Financial LLC Raises Stake in Alphabet Inc. (NASDAQ:GOOGL),"Dunhill Financial LLC boosted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.2% during the 1st quarter, HoldingsChannel reports. The firm owned 8,131 shares of the information services provider’s stock after purchasing an additional…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/dunhill-financial-llc-raises-stake-in-alphabet-inc-nasdaqgoogl/,"Dunhill Financial LLC Raises Stake in Alphabet Inc. (NASDAQ:GOOGL) Dunhill Financial LLC boosted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.2% during the 1st quarter, HoldingsChannel reports. The firm owned 8,131 shares of the information services provider’s stock after purchasing an additional…",0.8481
2025-06-21 08:39:06+00:00,Mayfair Advisory Group LLC Sells 71 Shares of Alphabet Inc. (NASDAQ:GOOGL),"Mayfair Advisory Group LLC cut its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.5% during the first quarter, Holdings Channel reports. The fund owned 2,742 shares of the information services provider’s stock after selling 71 shares du…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/mayfair-advisory-group-llc-sells-71-shares-of-alphabet-inc-nasdaqgoogl/,"Mayfair Advisory Group LLC Sells 71 Shares of Alphabet Inc. (NASDAQ:GOOGL) Mayfair Advisory Group LLC cut its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.5% during the first quarter, Holdings Channel reports. The fund owned 2,742 shares of the information services provider’s stock after selling 71 shares du…",0.8402
2025-06-21 08:39:04+00:00,Hoge Financial Services LLC Purchases 243 Shares of Alphabet Inc. (NASDAQ:GOOGL),"Hoge Financial Services LLC lifted its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 11.6% during the 1st quarter, according to its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 2,343 …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/hoge-financial-services-llc-purchases-243-shares-of-alphabet-inc-nasdaqgoogl/,"Hoge Financial Services LLC Purchases 243 Shares of Alphabet Inc. (NASDAQ:GOOGL) Hoge Financial Services LLC lifted its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 11.6% during the 1st quarter, according to its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 2,343 …",0.836
2025-06-21 08:39:03+00:00,Pegasus Asset Management Inc. Cuts Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Pegasus Asset Management Inc. cut its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.5% in the first quarter, according to the company in its most recent disclosure with the SEC. The institutional investor owned 4,635 shares of the information se…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/pegasus-asset-management-inc-cuts-stock-position-in-alphabet-inc-nasdaqgoogl/,"Pegasus Asset Management Inc. Cuts Stock Position in Alphabet Inc. (NASDAQ:GOOGL) Pegasus Asset Management Inc. cut its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.5% in the first quarter, according to the company in its most recent disclosure with the SEC. The institutional investor owned 4,635 shares of the information se…",0.7351
2025-06-21 08:39:02+00:00,Essex Savings Bank Sells 349 Shares of Alphabet Inc. (NASDAQ:GOOGL),"Essex Savings Bank lowered its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.3% in the 1st quarter, according to its most recent disclosure with the SEC. The fund owned 25,610 shares of the information services provider’s stock after s…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/essex-savings-bank-sells-349-shares-of-alphabet-inc-nasdaqgoogl/,"Essex Savings Bank Sells 349 Shares of Alphabet Inc. (NASDAQ:GOOGL) Essex Savings Bank lowered its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.3% in the 1st quarter, according to its most recent disclosure with the SEC. The fund owned 25,610 shares of the information services provider’s stock after s…",0.8126
2025-06-21 08:39:00+00:00,Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by Puzo Michael J,"Puzo Michael J lowered its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.3% during the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 93,345 s…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/alphabet-inc-nasdaqgoogl-shares-sold-by-puzo-michael-j/,"Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by Puzo Michael J Puzo Michael J lowered its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.3% during the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 93,345 s…",0.8126
2025-06-21 08:38:59+00:00,Financial Partners Group LLC Has $11.74 Million Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Financial Partners Group LLC reduced its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.4% in the first quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 75,901 …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/financial-partners-group-llc-has-11-74-million-stock-holdings-in-alphabet-inc-nasdaqgoogl/,"Financial Partners Group LLC Has $11.74 Million Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL) Financial Partners Group LLC reduced its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.4% in the first quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 75,901 …",0.6705
2025-06-21 08:38:57+00:00,MN Wealth Advisors LLC Cuts Holdings in Alphabet Inc. (NASDAQ:GOOGL),"MN Wealth Advisors LLC trimmed its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.0% during the 1st quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The fund owned 8,044 shares of …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/mn-wealth-advisors-llc-cuts-holdings-in-alphabet-inc-nasdaqgoogl/,"MN Wealth Advisors LLC Cuts Holdings in Alphabet Inc. (NASDAQ:GOOGL) MN Wealth Advisors LLC trimmed its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.0% during the 1st quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The fund owned 8,044 shares of …",0.9201
2025-06-21 08:38:54+00:00,Wolf Group Capital Advisors Sells 155 Shares of Alphabet Inc. (NASDAQ:GOOGL),"Wolf Group Capital Advisors decreased its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.8% during the 1st quarter, Holdings Channel.com reports. The firm owned 20,401 shares of the information services provider’s stock after selling 155 shares d…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/wolf-group-capital-advisors-sells-155-shares-of-alphabet-inc-nasdaqgoogl/,"Wolf Group Capital Advisors Sells 155 Shares of Alphabet Inc. (NASDAQ:GOOGL) Wolf Group Capital Advisors decreased its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.8% during the 1st quarter, Holdings Channel.com reports. The firm owned 20,401 shares of the information services provider’s stock after selling 155 shares d…",0.836
2025-06-21 08:38:53+00:00,Wells Trecaso Financial Group LLC Has $11 Million Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Wells Trecaso Financial Group LLC boosted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.9% in the first quarter, according to its most recent filing with the SEC. The firm owned 71,147 shares of the information services provider’s …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/wells-trecaso-financial-group-llc-has-11-million-stock-position-in-alphabet-inc-nasdaqgoogl/,"Wells Trecaso Financial Group LLC Has $11 Million Stock Position in Alphabet Inc. (NASDAQ:GOOGL) Wells Trecaso Financial Group LLC boosted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.9% in the first quarter, according to its most recent filing with the SEC. The firm owned 71,147 shares of the information services provider’s …",0.9042
2025-06-21 08:07:22+00:00,Alphabet Inc. (NASDAQ:GOOGL) Stake Increased by Accelerate Investment Advisors LLC,"Accelerate Investment Advisors LLC grew its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 14.8% in the first quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 3,141 sh…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/alphabet-inc-nasdaqgoogl-stake-increased-by-accelerate-investment-advisors-llc/,"Alphabet Inc. (NASDAQ:GOOGL) Stake Increased by Accelerate Investment Advisors LLC Accelerate Investment Advisors LLC grew its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 14.8% in the first quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 3,141 sh…",0.765
2025-06-21 08:07:13+00:00,Alphabet Inc. (NASDAQ:GOOGL) Shares Purchased by Kingswood Wealth Advisors LLC,"Kingswood Wealth Advisors LLC boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 287.0% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 229,674 shares of the informatio…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/21/alphabet-inc-nasdaqgoogl-shares-purchased-by-kingswood-wealth-advisors-llc/,"Alphabet Inc. (NASDAQ:GOOGL) Shares Purchased by Kingswood Wealth Advisors LLC Kingswood Wealth Advisors LLC boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 287.0% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 229,674 shares of the informatio…",0.9501
2025-06-21 05:41:32+00:00,Why Alphabet Stock Flopped on Friday,"Alphabet (GOOG -3.68%) (GOOGL -3.89%) stock didn't finish the trading week on a high note. The Google parent company's two listed shares both sank by nearly 4% in price that day, thanks in no small part to a development on the regulatory front. Those declines…","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/a167a43dc914bbc4,"Why Alphabet Stock Flopped on Friday Alphabet (GOOG -3.68%) (GOOGL -3.89%) stock didn't finish the trading week on a high note. The Google parent company's two listed shares both sank by nearly 4% in price that day, thanks in no small part to a development on the regulatory front. Those declines…",0.4404
2025-06-20 09:18:52+00:00,Berkshire Bank Has $10.17 Million Position in Alphabet Inc. (NASDAQ:GOOGL),"Berkshire Bank lowered its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.2% during the first quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 65,784 sh…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/20/berkshire-bank-has-10-17-million-position-in-alphabet-inc-nasdaqgoogl/,"Berkshire Bank Has $10.17 Million Position in Alphabet Inc. (NASDAQ:GOOGL) Berkshire Bank lowered its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.2% during the first quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 65,784 sh…",0.7351
2025-06-19 16:48:51+00:00,GOOY’s 35% Yield on Google Worth Buying Into?,"Key Points in This Article:
 
 
 
 
YieldMax GOOGL Option Income Strategy ETF‘s (GOOY) 35% yield, driven by selling call options on Alphabet, attracts income-focused investors leveraging tech volatility in June 2025’s uncertain market. 
 
 
 
Its synthetic co…","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/e8b4f38b8381c605,"GOOY’s 35% Yield on Google Worth Buying Into? Key Points in This Article:
 
 
 
 
YieldMax GOOGL Option Income Strategy ETF‘s (GOOY) 35% yield, driven by selling call options on Alphabet, attracts income-focused investors leveraging tech volatility in June 2025’s uncertain market. 
 
 
 
Its synthetic co…",0.34
2025-06-19 09:36:51+00:00,"Sagespring Wealth Partners LLC Purchases 6,964 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Sagespring Wealth Partners LLC boosted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 12.2% during the 1st quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 64,133 shares o…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/19/sagespring-wealth-partners-llc-purchases-6964-shares-of-alphabet-inc-nasdaqgoogl/,"Sagespring Wealth Partners LLC Purchases 6,964 Shares of Alphabet Inc. (NASDAQ:GOOGL) Sagespring Wealth Partners LLC boosted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 12.2% during the 1st quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 64,133 shares o…",0.9501
2025-06-18 09:29:03+00:00,Trust Point Inc. Has $5.95 Million Position in Alphabet Inc. (NASDAQ:GOOGL),"Trust Point Inc. decreased its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 27.4% in the 1st quarter, HoldingsChannel reports. The institutional investor owned 38,450 shares of the information services provider’s stock after selling 14,488 shares du…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/18/trust-point-inc-has-5-95-million-position-in-alphabet-inc-nasdaqgoogl/,"Trust Point Inc. Has $5.95 Million Position in Alphabet Inc. (NASDAQ:GOOGL) Trust Point Inc. decreased its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 27.4% in the 1st quarter, HoldingsChannel reports. The institutional investor owned 38,450 shares of the information services provider’s stock after selling 14,488 shares du…",0.9231
2025-06-18 08:45:03+00:00,Christensen King & Associates Investment Services Inc. Sells 103 Shares of Alphabet Inc. (NASDAQ:GOOGL),"Christensen King & Associates Investment Services Inc. cut its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.5% in the first quarter, according to the company in its most recent disclosure with the SEC. The institutional investor owned…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/18/christensen-king-associates-investment-services-inc-sells-103-shares-of-alphabet-inc-nasdaqgoogl/,"Christensen King & Associates Investment Services Inc. Sells 103 Shares of Alphabet Inc. (NASDAQ:GOOGL) Christensen King & Associates Investment Services Inc. cut its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.5% in the first quarter, according to the company in its most recent disclosure with the SEC. The institutional investor owned…",0.6808
2025-06-18 08:45:03+00:00,Hanson & Doremus Investment Management Cuts Position in Alphabet Inc. (NASDAQ:GOOGL),"Hanson & Doremus Investment Management reduced its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.4% in the 1st quarter, Holdings Channel.com reports. The institutional investor owned 36,408 shares of the information services provider’s…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/18/hanson-doremus-investment-management-cuts-position-in-alphabet-inc-nasdaqgoogl/,"Hanson & Doremus Investment Management Cuts Position in Alphabet Inc. (NASDAQ:GOOGL) Hanson & Doremus Investment Management reduced its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.4% in the 1st quarter, Holdings Channel.com reports. The institutional investor owned 36,408 shares of the information services provider’s…",0.6705
2025-06-18 08:44:59+00:00,Stillwater Capital Advisors LLC Has $24.37 Million Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Stillwater Capital Advisors LLC boosted its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.3% in the 1st quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The firm owned 157,562 shares of the …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/18/stillwater-capital-advisors-llc-has-24-37-million-holdings-in-alphabet-inc-nasdaqgoogl/,"Stillwater Capital Advisors LLC Has $24.37 Million Holdings in Alphabet Inc. (NASDAQ:GOOGL) Stillwater Capital Advisors LLC boosted its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.3% in the 1st quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The firm owned 157,562 shares of the …",0.8481
2025-06-18 08:44:58+00:00,Citadel Investment Advisory Inc. Boosts Position in Alphabet Inc. (NASDAQ:GOOGL),"Citadel Investment Advisory Inc. increased its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.7% during the 1st quarter, Holdings Channel.com reports. The fund owned 51,060 shares of the information services provider’s stock after purchasi…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/18/citadel-investment-advisory-inc-boosts-position-in-alphabet-inc-nasdaqgoogl/,"Citadel Investment Advisory Inc. Boosts Position in Alphabet Inc. (NASDAQ:GOOGL) Citadel Investment Advisory Inc. increased its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.7% during the 1st quarter, Holdings Channel.com reports. The fund owned 51,060 shares of the information services provider’s stock after purchasi…",0.8779
